Company Name,Location,Phone,Website,Employees,Revenue,Industry,SIC Code,NAICS Code,Specialties,Page URL
Aarayaa,,"[{'score': 'high', 'number': '+91 22 4077 0777', 'type': 'company_line'}]",http://www.aarayaa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aarayaa-advisory-services-pvt--ltd-
AARC-360,,"[{'score': 'high', 'number': '+1 866-576-4414', 'type': 'company_line'}]",http://www.aarc-360.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aarc-360-1
Aargon Agency,,"[{'number': '+1 800-326-7118', 'score': 'high', 'type': 'company_line'}]",http://www.aargon.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aargon-collection-agency
Aaron Bell International Inc,,,http://www.aaron-bell.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aaron-bell-international-inc
Aaron Bryant Stewart & Cross,,,http://www.abscrecovery.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aaron-bryant-stewart---cross
Aaron Capital,,,http://www.aaroncapital.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aaron-capital
Aaron J Farmer Insurance,,,http://www.farmerinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aaron-j-farmer-insurance
Aaron Smith CPA,,,http://www.aaron-smith-cpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aaron-smith-p-c--cpa
"Aarons Grant & Habif, LLC",,"[{'score': 'high', 'number': '+1 888-244-6106', 'type': 'company_line'}]",http://www.inovapayroll.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aarons-grant---habif--llc-1
Aaron Wealth Advisors,,"[{'score': 'high', 'number': '+1 312-506-5780', 'type': 'company_line'}]",http://www.aaronwealth.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aaronwealth
Australian Administration Services,,,http://www.aas.com.au,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/aas-6
Affentranger Assoc.,,"[{'score': 'high', 'number': '+1 718-570-9018', 'type': 'company_line'}]",http://www.aasa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aasa-inc
aasbendigo.com.au,,"[{'score': 'high', 'number': '+61 3 5444 4417', 'type': 'company_line'}]",http://www.aasbendigo.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aasbendigo-com-au
AASC Auditing Firm Company Limited,,"[{'score': 'high', 'number': '+84 24 3824 1990', 'type': 'company_line'}]",http://www.aasc.com.vn,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aasc-
AaSys,,,http://www.aasysgroup.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aasys-group--inc--1
AAT,,,http://www.aatsl.lk,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aat--1
AAT Australia,,,http://www.aat.org.au,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aat-australia
AATC,,,http://www.aatcservices.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aatc-1
Aavin Equity Advisors,,"[{'score': 'high', 'number': '+1 319-247-1072', 'type': 'company_line'}]",http://www.aavin.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aavin-equity-advisors--llc-
Aavishkaar Capital,,"[{'score': 'high', 'number': '+91 22 6124 8900', 'type': 'company_line'}]",http://www.aavishkaar.in,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aavishkaar
Aaxel Insurance,,,http://www.aaxelinsurance.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aaxelinsurance-com
aayan leasing & Investments,,,http://www.aayan.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aayan-leasing---investments
AB,,"[{'score': 'high', 'number': '+1 212-969-1000', 'type': 'company_line'}]",http://www.alliancebernstein.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ab
AB & B Insurance,,,http://www.abandbinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ab---b-insurance-associates
AB Bank,,,http://www.abbank.com.bd,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ab-bank
AB Bank Limited,,"[{'number': '+880-2-58814290', 'score': 'high', 'type': 'company_line'}]",http://www.abbl.com,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/ab-bank-ltd
AB Bernstein,,"[{'number': '+91 22684-21401', 'score': 'high', 'type': 'company_line'}]",http://www.bernsteinresearch.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/ab-bernstein
AB Financial,,,http://www.abfinancialplanning.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ab-financial
A&B Insurance,,,http://www.ab-financialgroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ab-financial-services-llc
AB GROUP,,"[{'score': 'high', 'number': '+1 305-387-8582', 'type': 'company_line'}]",http://www.ab-groupllc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ab-group-3
If draudimas,,,http://www.if.lt,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ab-if-draudimas
Ab-Mfbnigeria,,,http://www.ab-mfbnigeria.com,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/ab-mfbnigeria-com
Alliance Bank & Trust,,,http://www.alliancebanknc.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/ab-t-financial-corporation
AB&T,,"[{'score': 'high', 'number': '+1 229-446-2265', 'type': 'company_line'}]",http://www.abtgold.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ab-t-national-bank
AB Value Capital Partners,,"[{'score': 'high', 'number': '+81 3-5404-3514', 'type': 'company_line'}]",http://www.abvaluecapital.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/ab-value
ABA Advisors,,,http://www.acctsales.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/aba-advisors--llc
ABA Advisors,,"[{'score': 'high', 'number': '+1 866-338-3793', 'type': 'company_line'}]",http://www.aba-advisors.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aba-advisors-com
ABA Bank,,"[{'score': 'high', 'number': '+855 23 225 333', 'type': 'company_line'}]",http://www.ababank.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/aba-bank
ABA Insurance Services,,,http://www.abais.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/aba-insurance-services-inc-
American Bankers Association,,"[{'score': 'high', 'number': '+1 800-226-5377', 'type': 'company_line'}]",http://www.aba.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/aba-marketing-inc
Abaca,,"[{'score': 'high', 'number': '+1 501-476-6696', 'type': 'company_line'}]",http://www.abacabanc.com,,,Financial Services,,,,https://www.adapt.io/company/abaca-2
Abacare Group Limited,,"[{'score': 'high', 'number': '+852 2895 4449', 'type': 'company_line'}]",http://www.abacare.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/abacare-group-limited
Abacus,,,http://www.abacus-insurance.co.za,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus--3
Abacus Advisors,,,http://www.abacusadv.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacus-advisors--llc
Abacus Financial Consultants LLC,,,http://www.abacus.ae,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacus-ae-1
Abacus CPAs,,"[{'score': 'high', 'number': '+1 417-823-7171', 'type': 'company_line'}]",http://www.abacuscpas.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abacus-cpas--llc
Abacus Credit Counseling,,,http://www.abacuscc.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus-credit-counseling-1
Abacus Federal Savings Bank,,"[{'number': '+1 212-285-4770', 'score': 'high', 'type': 'company_line'}]",http://www.abacusbank.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus-federal-savings-bank
Abacus Finance,,"[{'number': '+1 212-850-4621', 'score': 'high', 'type': 'company_line'}]",http://www.abacusfinance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus-finance-group--llc
Abacus Wealth Partners,,,http://www.abacuswealth.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacus-financial-advisors
Abacus Series,,"[{'score': 'high', 'number': '+1 865-539-5000', 'type': 'company_line'}]",http://www.abacusseries.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus-group--the
Abacus Hive,,,http://www.abacushive.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacus-hive
Abacus Planning Group,,,http://www.abacusplanninggroup.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacus-planning-group-1
Abacus Settlement,,,http://www.abacuslifesettlements.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacus-settlement
Abacus Worldwide,,"[{'score': 'high', 'number': '+1 305-407-3088', 'type': 'company_line'}]",http://www.abacusworldwide.org,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abacus-worldwide
abacuscapital.com,,,http://www.abacuscapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abacuscapital-com
Abacus Investments,,,http://www.abacusinvestments.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abacusinvestments
Abacus Life,,,http://www.abacuslife.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abacuslife
ABA Finance,,"[{'score': 'low', 'number': '6642087044', 'type': 'company_line'}]",http://www.abafinance.com.mx,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abafinance
abakhan.com,,,http://www.gtdebtsolutions.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abakhan-com
ABANA,,,http://www.abana.co,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abana--abana-co-
ABANA - أبانا,,"[{'score': 'high', 'number': '+966 9200 06360', 'type': 'company_line'}]",http://www.abana.com.sa,,$500M - 1B,Financial Services,,,,https://www.adapt.io/company/abanaksa-1
"Abandoned Property Advisors, LLC.",,,http://www.ap-advisors.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abandoned-property-advisors--llc-
abaninvestment,,,http://www.ghobash.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abaninvestment
Abans Group,,"[{'score': 'high', 'number': '+91 22 6179 0000', 'type': 'company_line'}]",http://www.abans.co.in,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/abans-group-of-companies
ABAPC INC,,,http://www.abapc.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abapc-inc
Abar Development LLC,,,http://www.aabar.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abar-development-llc
Abare,,,http://www.abarekresgecpa.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abarekresgecpa-1
ABASAJHB,,,http://www.abasa.org.za,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abasa-1
Abatetech Inc,,,http://www.abatetechinc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abatetech-inc
Abax Global Capital,,"[{'score': 'high', 'number': '+852 2977 6641', 'type': 'company_line'}]",http://www.abaxcap.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abax-capital-management-inc
Abax Corporate Services Ltd,,,http://www.ocorian.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abax-corporate-services-ltd
ABAX,,"[{'score': 'high', 'number': '+44 1733 698888', 'type': 'company_line'}]",http://www.abax.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abax-financial-derivatives-inc-1
Sathiya,,"[{'score': 'high', 'number': '+251 11 552 8882', 'type': 'company_line'}]",http://www.abaybank.com.et,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/abay-bank
abbank.co.zm,,,http://www.abbank.co.zm,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/abbank-co-zm
Abbas Jenson And Cundari,,,http://www.ajccpa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbas-jenson-and-cundari
"ABBATE DEMARINIS, LLP",,,http://www.adllp.us,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbate-demarinis--llp
Abbate Insurance Associates,,"[{'score': 'high', 'number': '+20 3 7777229', 'type': 'company_line'}]",http://www.abbateins.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abbate-insurance-associates--inc-
Abbeville Bank,,"[{'number': '+1 337-893-0257', 'score': 'high', 'type': 'company_line'}]",http://www.bankofabbeville.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/abbeville-bank
Abbey Capital Limited,,"[{'score': 'high', 'number': '+1 646-453-7850', 'type': 'company_line'}]",http://www.abbeycapital.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abbey-capital-limited
Accent Assurance,,,http://www.accentassurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abbey-finestone-inc----accent-insurance-solutions
Abbey Insurance,,,http://www.abbeyinsurance.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abbey-insurance-2
Abbey Mortgage Bank Plc,,"[{'score': 'high', 'number': '+234 1 903 5722', 'type': 'company_line'}]",http://www.abbeymortgagebank.com,,$100 - 250M,Financial Services,,,,https://www.adapt.io/company/abbey-mortgage-bank-
Abbey Road Farm,,,http://www.abbeyroadfarm.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbey-road-farm
Abbey Street,,,http://www.abbeystreet.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abbey-street-
Abbot Benefits Group,,,http://www.abbotbenefits.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbot-benefits-group
Abbot Downing,,"[{'score': 'high', 'number': '+1 612-667-2284', 'type': 'company_line'}]",http://www.abbotdowning.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbot-downing
"Abbott, Stringham & Lynch",,"[{'score': 'high', 'number': '+1 408-377-8700', 'type': 'company_line'}]",http://www.aslcpa.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abbott--stringham---lynch
Abbott & Associates,,,http://www.abbottllc.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abbott-and-associates-llc
"Abbott Capital Management, LLC",,"[{'number': '+1 212-757-2700', 'score': 'high', 'type': 'company_line'}]",http://www.abbottcapital.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abbott-capital-management--llc
Abbott Insurance Agency,,,http://www.abbottinsuranceagency.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abbott-insurance-agency
AB Brokers,,,http://www.abbrokers.co.za,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abbrokers
Abby's Closet,,,http://www.abbyscloset.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abby-s-closet--inc-
AbbyBank,,"[{'number': '+1 800-288-2229', 'score': 'high', 'type': 'company_line'}]",http://www.abbybank.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abbybank
ABC Accelerator,,,http://www.abc-accelerator.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abc-accelerator-silicon-valley-2
Abc and Associates,,,http://www.abcassociates.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-and-associates
BancABC Zimbabwe,,"[{'score': 'high', 'number': '+263 4 369 932', 'type': 'company_line'}]",http://www.bancabc.co.zw,,$250 - 500M,Financial Services,,,,https://www.adapt.io/company/abc-asset-management-llc
ABC Bank,,"[{'score': 'high', 'number': '+1 312-604-1100', 'type': 'company_line'}]",http://www.oldsecond.com,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abc-bank
"ABC Banking Corporation Ltd, Mauritius",,"[{'score': 'high', 'number': '+230 206 8000', 'type': 'company_line'}]",http://www.abcbanking.mu,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abc-bank-1
ABC The Bank,,,http://www.abcthebank.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-bank-group
Abc Brokerage,,,http://www.abccustoms.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abc-brokerage
ABC Bullion,,"[{'score': 'high', 'number': '+61 2 9231 4511', 'type': 'company_line'}]",http://www.abcbullion.com.au,,$10 - 50M,Financial Services,,,,https://www.adapt.io/company/abc-bullion
ABCBusinessSolutions,,"[{'score': 'high', 'number': '+61 1300 533 361', 'type': 'company_line'}]",http://www.abcbusiness.com.au,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-business-solutions-1
ABC Financial Advisors,,,http://www.sipc.org,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-financial-advisors
ABC Fund Raising Inc,,"[{'score': 'high', 'number': '+1 303-267-0210', 'type': 'company_line'}]",http://www.abcfundraisinginc.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abc-fund-raising-inc
ABC Global Systems,,"[{'score': 'high', 'number': '+1 800-411-0203', 'type': 'company_line'}]",http://www.abcglobalsystems.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-global-systems
ABC Holdings Limited - BancABC,,,http://www.bancabc.com,,$50 - 100M,Financial Services,,,,https://www.adapt.io/company/abc-holdings-limited---bancabc
ABC Insurance Agencies,,,http://www.abcautoinsurance.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abc-insurance-agency-inc
ABC Medicare Plans,,,http://www.abcmedicare.com,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-medicare-plans-
ABC Montessori,,,http://www.abcmontessori.net,,$1 - 10M,Financial Services,,,,https://www.adapt.io/company/abc-montessori-2
Neighborhood Insurance,,,http://www.abcinsuranceoftampa.com,,$0 - 1M,Financial Services,,,,https://www.adapt.io/company/abc-neighborhood-insurance
ABC Processing Inc,,,http://www.abcprocessinginc.blogspot.com,,,Financial Services,,,,https://www.adapt.io/company/abc-processing-inc-1
